car,battery_capacity,profile,arrival_time_in_minutes,waiting_time_in_minutes,current_battery_level,willingness_to_pay_extra_per_kwh,willingness_to_release,target_battery_level,soc,ocv
Volvo EX30,51000,STANDARD,37602,3,18566,0.04,0.25,44657,0.3640392156862745,3.5818
Audi Q4 e-tron,52000,STANDARD,8277,3,6553,0.34,0.23,44482,0.12601923076923077,3.2378
Tesla Model Y,75000,STANDARD,15520,3,8300,0.25,0.28,42758,0.11066666666666666,3.2118
Tesla Model 3,75000,STANDARD,41162,4,18268,0.23,0.23,47856,0.24357333333333334,3.4516
Volvo EX30,51000,STANDARD,30058,4,19294,0.08,0.35,47920,0.3783137254901961,3.6024
Skoda Enyaq,77000,STANDARD,41878,0,10123,0.31,0.26,50662,0.13146753246753246,3.2471
Tesla Model Y,75000,STANDARD,6620,1,7229,0.32,0.23,42818,0.09638666666666666,3.179
Volvo EX30,51000,STANDARD,25460,4,16961,0.25,0.36,44027,0.33256862745098037,3.5472
Volvo EX30,51000,STANDARD,27306,4,17277,0.34,0.23,33322,0.33876470588235297,3.553
Audi Q4 e-tron,52000,STANDARD,36878,1,19132,0.04,0.37,37836,0.3679230769230769,3.5874
Tesla Model Y,75000,STANDARD,5172,0,12620,0.18,0.23,56923,0.16826666666666668,3.313
Tesla Model Y,75000,STANDARD,22869,0,7124,0.28,0.24,62935,0.09498666666666666,3.1753
Volvo EX30,51000,STANDARD,38399,1,9179,0.14,0.33,46139,0.17998039215686273,3.3361
Audi Q4 e-tron,52000,STANDARD,40204,0,9114,0.22,0.3,42651,0.17526923076923076,3.3268
Skoda Enyaq,77000,STANDARD,34178,4,16811,0.06,0.22,76752,0.21832467532467534,3.4083
Tesla Model Y,75000,STANDARD,34025,2,11204,0.14,0.39,55105,0.14938666666666667,3.2775
Volvo EX30,51000,STANDARD,29579,3,13781,0.28,0.4,34200,0.2702156862745098,3.4864
Skoda Enyaq,77000,STANDARD,12510,2,7912,0.09,0.39,62428,0.10275324675324675,3.1955
Volvo EX30,51000,STANDARD,26811,0,11291,0.18,0.22,31735,0.2213921568627451,3.4136
Volvo EX30,51000,STANDARD,33529,3,7320,0.04,0.32,43577,0.14352941176470588,3.2675
Tesla Model Y,75000,STANDARD,27133,4,15269,0.07,0.22,40568,0.20358666666666667,3.3826
Skoda Enyaq,77000,STANDARD,23323,1,17426,0.18,0.38,34969,0.22631168831168832,3.422
Tesla Model Y,75000,STANDARD,8127,1,10474,0.31,0.26,43986,0.13965333333333332,3.261
Tesla Model Y,75000,STANDARD,31513,2,13660,0.26,0.29,31515,0.18213333333333334,3.3403
Skoda Enyaq,77000,STANDARD,27079,2,12727,0.22,0.24,64228,0.16528571428571429,3.3071
Tesla Model Y,75000,STANDARD,30960,4,10963,0.11,0.31,29623,0.14617333333333332,3.272
Volvo EX30,51000,STANDARD,31164,1,8474,0.27,0.38,32594,0.16615686274509803,3.3088
Skoda Enyaq,77000,STANDARD,3963,2,17720,0.19,0.24,62329,0.23012987012987013,3.4286
Skoda Enyaq,77000,STANDARD,12016,2,13682,0.24,0.26,56441,0.1776883116883117,3.3316
Skoda Enyaq,77000,STANDARD,10933,0,9748,0.21,0.26,29127,0.1265974025974026,3.2388
Tesla Model Y,75000,STANDARD,13803,1,7974,0.06,0.36,71937,0.10632,3.2044
Skoda Enyaq,77000,STANDARD,29691,2,5317,0.3,0.28,61043,0.06905194805194806,3.1079
Audi Q4 e-tron,52000,STANDARD,23442,4,13787,0.19,0.23,38700,0.26513461538461536,3.4813
Audi Q4 e-tron,52000,STANDARD,13416,4,9181,0.24,0.35,38417,0.1765576923076923,3.3293
Skoda Enyaq,77000,STANDARD,41546,4,12660,0.08,0.23,43553,0.1644155844155844,3.3054
Tesla Model Y,75000,STANDARD,40859,3,15545,0.31,0.34,64228,0.20726666666666665,3.3894
Tesla Model Y,75000,STANDARD,11184,0,7475,0.12,0.21,67639,0.09966666666666667,3.1875
Tesla Model Y,75000,STANDARD,16326,2,6100,0.16,0.3,60781,0.08133333333333333,3.1398
Audi Q4 e-tron,52000,STANDARD,38213,4,5521,0.15,0.35,22403,0.10617307692307693,3.2042
Skoda Enyaq,77000,STANDARD,5825,0,10329,0.02,0.35,61289,0.13414285714285715,3.2516
Volvo EX30,51000,STANDARD,12583,0,19330,0.21,0.36,38890,0.37901960784313726,3.6035
Volvo EX30,51000,STANDARD,17500,3,19585,0.06,0.3,35269,0.38401960784313727,3.6107
Volvo EX30,51000,STANDARD,14654,3,10319,0.23,0.29,33107,0.20233333333333334,3.3802
Volvo EX30,51000,STANDARD,2663,4,13492,0.01,0.35,40229,0.26454901960784316,3.4807
Tesla Model Y,75000,STANDARD,16427,3,10969,0.31,0.31,64370,0.14625333333333335,3.2721
Tesla Model Y,75000,STANDARD,10396,2,18893,0.13,0.36,49056,0.25190666666666667,3.4659
Audi Q4 e-tron,52000,STANDARD,24219,3,9999,0.22,0.35,45163,0.19228846153846155,3.3603
Volvo EX30,51000,STANDARD,5206,2,15234,0.22,0.33,44996,0.29870588235294115,3.5149
Tesla Model Y,75000,STANDARD,39555,0,6405,0.28,0.3,21533,0.0854,3.1504
Skoda Enyaq,77000,STANDARD,35434,2,16809,0.22,0.31,54457,0.2182987012987013,3.4083
Skoda Enyaq,77000,STANDARD,15150,4,18366,0.16,0.27,65848,0.23851948051948052,3.4429
Skoda Enyaq,77000,STANDARD,5267,4,19425,0.34,0.25,58586,0.25227272727272726,3.4665
Audi Q4 e-tron,52000,STANDARD,39384,3,8692,0.24,0.26,33295,0.16715384615384615,3.3108
Tesla Model Y,75000,STANDARD,15834,3,9450,0.15,0.22,48195,0.126,3.2378
Tesla Model Y,75000,STANDARD,19551,2,9866,0.07,0.22,30451,0.13154666666666667,3.2472
Volvo EX30,51000,STANDARD,39775,4,5992,0.08,0.23,37095,0.11749019607843138,3.2234
Volvo EX30,51000,STANDARD,17659,1,18619,0.09,0.27,43383,0.36507843137254903,3.5833
Audi Q4 e-tron,52000,STANDARD,34886,1,9415,0.29,0.21,37845,0.1810576923076923,3.3382
Tesla Model 3,75000,STANDARD,18230,4,14255,0.32,0.36,42967,0.19006666666666666,3.356
Tesla Model Y,75000,STANDARD,10869,0,13918,0.03,0.39,73127,0.18557333333333334,3.3471
Skoda Enyaq,77000,STANDARD,9140,4,13340,0.18,0.27,35005,0.17324675324675326,3.3228
Volvo EX30,51000,STANDARD,21873,3,16129,0.28,0.27,37579,0.3162549019607843,3.5318
Volvo EX30,51000,STANDARD,30758,3,6158,0.22,0.31,35099,0.12074509803921568,3.2289
Tesla Model Y,75000,STANDARD,12340,0,18028,0.06,0.23,63264,0.24037333333333333,3.4461
Tesla Model Y,75000,STANDARD,3382,2,9147,0.05,0.28,31752,0.12196,3.2309
Tesla Model Y,75000,STANDARD,3083,2,7908,0.12,0.21,63817,0.10544,3.2025
Tesla Model Y,75000,STANDARD,37371,1,13932,0.1,0.39,43827,0.18576,3.3475
Audi Q4 e-tron,52000,STANDARD,2634,4,17835,0.3,0.32,36388,0.34298076923076926,3.557
Tesla Model 3,75000,STANDARD,13878,4,16868,0.22,0.31,51940,0.22490666666666667,3.4196
Audi Q4 e-tron,52000,STANDARD,3960,1,14445,0.04,0.34,32269,0.27778846153846154,3.494
Skoda Enyaq,77000,STANDARD,23931,0,16350,0.04,0.21,75543,0.21233766233766233,3.3981
Tesla Model Y,75000,STANDARD,34109,2,15816,0.01,0.21,40359,0.21088,3.3956
Volvo EX30,51000,STANDARD,41357,0,9302,0.32,0.22,44908,0.1823921568627451,3.3408
Tesla Model Y,75000,STANDARD,42603,2,19762,0.31,0.36,54159,0.26349333333333336,3.4797
Tesla Model Y,75000,STANDARD,8546,3,16198,0.12,0.25,62278,0.21597333333333332,3.4043
Skoda Enyaq,77000,STANDARD,3521,3,9751,0.03,0.3,46266,0.12663636363636363,3.2389
Audi Q4 e-tron,52000,STANDARD,25758,3,13277,0.06,0.21,35173,0.25532692307692306,3.4715
Skoda Enyaq,77000,STANDARD,10877,1,17803,0.02,0.36,74129,0.2312077922077922,3.4304
Tesla Model Y,75000,STANDARD,14713,4,6783,0.16,0.29,63651,0.09044,3.1635
Audi Q4 e-tron,52000,STANDARD,3421,2,6651,0.31,0.26,35376,0.12790384615384615,3.241
Tesla Model 3,75000,STANDARD,41170,2,12174,0.07,0.24,41932,0.16232,3.3013
Skoda Enyaq,77000,STANDARD,19915,4,14052,0.17,0.27,55923,0.18249350649350649,3.341
Tesla Model Y,75000,STANDARD,7879,0,10327,0.04,0.33,48652,0.13769333333333333,3.2576
Tesla Model Y,75000,STANDARD,34073,2,17820,0.09,0.22,65127,0.2376,3.4414
Volvo EX30,51000,STANDARD,40584,2,7056,0.28,0.31,25481,0.1383529411764706,3.2587
Volvo EX30,51000,STANDARD,9038,3,15418,0.2,0.26,37044,0.3023137254901961,3.5185
Tesla Model Y,75000,STANDARD,28037,2,11905,0.15,0.37,59835,0.15873333333333334,3.2942
Tesla Model 3,75000,STANDARD,23551,4,9966,0.28,0.31,56664,0.13288,3.2495
Volvo EX30,51000,STANDARD,40292,0,12157,0.34,0.34,46168,0.23837254901960783,3.4427
Skoda Enyaq,77000,STANDARD,3894,3,17617,0.09,0.21,56599,0.2287922077922078,3.4263
Tesla Model Y,75000,STANDARD,38218,4,6950,0.33,0.33,43021,0.09266666666666666,3.1693
Volvo EX30,51000,STANDARD,7959,3,8764,0.19,0.31,47840,0.17184313725490197,3.32
Audi Q4 e-tron,52000,STANDARD,11699,2,12241,0.04,0.24,31050,0.23540384615384616,3.4376
Tesla Model 3,75000,STANDARD,8381,4,17157,0.28,0.23,73454,0.22876,3.4262
Skoda Enyaq,77000,STANDARD,33050,4,9426,0.26,0.34,27827,0.12241558441558442,3.2317
Tesla Model Y,75000,STANDARD,25742,0,12648,0.29,0.3,42719,0.16864,3.3137
Audi Q4 e-tron,52000,STANDARD,25794,4,5303,0.07,0.29,39035,0.10198076923076924,3.1935
Tesla Model Y,75000,STANDARD,9325,0,9874,0.21,0.24,53390,0.13165333333333334,3.2474
Volvo EX30,51000,STANDARD,38769,0,14677,0.13,0.28,44324,0.2877843137254902,3.504
Audi Q4 e-tron,52000,STANDARD,37412,3,14752,0.06,0.27,43849,0.2836923076923077,3.4999
Skoda Enyaq,77000,STANDARD,9563,0,9203,0.15,0.27,39117,0.11951948051948053,3.2268
Audi Q4 e-tron,52000,STANDARD,37771,0,14240,0.1,0.31,31382,0.27384615384615385,3.49
Skoda Enyaq,77000,STANDARD,18018,2,15684,0.03,0.26,72256,0.2036883116883117,3.3828
Volvo EX30,51000,STANDARD,41609,1,6844,0.05,0.37,21872,0.13419607843137255,3.2517
Skoda Enyaq,77000,STANDARD,7647,2,13374,0.22,0.34,52832,0.1736883116883117,3.3237
Audi Q4 e-tron,52000,STANDARD,6832,4,17388,0.02,0.28,40884,0.3343846153846154,3.5489
Volvo EX30,51000,STANDARD,23366,2,9553,0.04,0.22,43492,0.18731372549019606,3.3505
Skoda Enyaq,77000,STANDARD,19234,0,10832,0.16,0.25,27573,0.14067532467532468,3.2627
Tesla Model 3,75000,STANDARD,35026,1,8819,0.04,0.31,67784,0.11758666666666667,3.2235
Volvo EX30,51000,STANDARD,38152,0,19015,0.17,0.39,48783,0.372843137254902,3.5945
Tesla Model 3,75000,STANDARD,33953,2,9416,0.34,0.24,71338,0.12554666666666667,3.237
Skoda Enyaq,77000,STANDARD,28618,2,11552,0.02,0.33,71339,0.15002597402597403,3.2785
Tesla Model Y,75000,STANDARD,10136,3,18317,0.07,0.35,41809,0.24422666666666668,3.4527
Volvo EX30,51000,STANDARD,42863,4,6494,0.28,0.33,37136,0.12733333333333333,3.2401
Tesla Model Y,75000,STANDARD,12379,1,6214,0.05,0.36,63482,0.08285333333333333,3.1438
Volvo EX30,51000,STANDARD,23571,0,18403,0.15,0.24,42028,0.36084313725490197,3.5772
Skoda Enyaq,77000,STANDARD,31560,2,11858,0.11,0.38,35635,0.154,3.2853
Tesla Model Y,75000,STANDARD,18164,4,11967,0.34,0.23,73474,0.15956,3.2958
Tesla Model Y,75000,STANDARD,13929,4,18751,0.1,0.29,37631,0.2500133333333333,3.4627
Skoda Enyaq,77000,STANDARD,18107,3,10273,0.16,0.28,74159,0.1334155844155844,3.2504
Skoda Enyaq,77000,STANDARD,9447,2,8379,0.05,0.3,28439,0.10881818181818181,3.2086
Tesla Model Y,75000,STANDARD,659,4,10535,0.34,0.33,43183,0.14046666666666666,3.2623
Skoda Enyaq,77000,STANDARD,34144,2,8970,0.24,0.26,45833,0.1164935064935065,3.2217
Skoda Enyaq,77000,STANDARD,36871,2,18368,0.2,0.3,75869,0.23854545454545453,3.443
Volvo EX30,51000,STANDARD,9624,3,5270,0.07,0.34,22111,0.10333333333333333,3.197
Tesla Model Y,75000,STANDARD,36749,2,18059,0.07,0.21,39714,0.24078666666666668,3.4468
Skoda Enyaq,77000,STANDARD,29080,1,5857,0.07,0.24,45163,0.07606493506493507,3.1261
Skoda Enyaq,77000,STANDARD,10216,2,14608,0.05,0.29,36849,0.18971428571428572,3.3553
Audi Q4 e-tron,52000,STANDARD,22661,0,6779,0.17,0.4,49523,0.1303653846153846,3.2452
Tesla Model Y,75000,STANDARD,30685,4,8960,0.18,0.23,71158,0.11946666666666667,3.2267
Audi Q4 e-tron,52000,STANDARD,4983,3,12836,0.08,0.26,35929,0.24684615384615385,3.4572
Skoda Enyaq,77000,STANDARD,3462,0,17923,0.27,0.35,52523,0.23276623376623376,3.4331
Skoda Enyaq,77000,STANDARD,8229,0,8199,0.35,0.31,31220,0.10648051948051948,3.2047
Skoda Enyaq,77000,STANDARD,19115,2,15442,0.31,0.38,50422,0.20054545454545455,3.3766
Tesla Model Y,75000,STANDARD,1042,1,13719,0.13,0.33,64503,0.18292,3.3419
Tesla Model 3,75000,STANDARD,19803,3,16869,0.2,0.39,34480,0.22492,3.4196
Volvo EX30,51000,STANDARD,35449,3,15853,0.11,0.26,47056,0.310843137254902,3.5267
Tesla Model Y,75000,STANDARD,12787,3,11940,0.15,0.26,37079,0.1592,3.2951
Volvo EX30,51000,STANDARD,30529,4,17268,0.32,0.38,45105,0.33858823529411763,3.5529
Tesla Model Y,75000,STANDARD,20757,3,19864,0.1,0.28,61808,0.26485333333333333,3.4811
Tesla Model Y,75000,STANDARD,3546,4,11400,0.33,0.31,43768,0.152,3.2819
Tesla Model Y,75000,STANDARD,39267,2,10415,0.11,0.25,70773,0.13886666666666667,3.2596
Tesla Model Y,75000,STANDARD,41490,0,11834,0.16,0.39,73996,0.15778666666666666,3.2923
Tesla Model Y,75000,STANDARD,34155,0,5205,0.1,0.26,70321,0.0694,3.1088
Tesla Model 3,75000,STANDARD,12737,3,13008,0.23,0.33,49060,0.17344,3.3232
Volvo EX30,51000,STANDARD,41054,0,8739,0.33,0.21,28729,0.1713529411764706,3.3191
Audi Q4 e-tron,52000,STANDARD,5088,2,18141,0.26,0.38,41912,0.34886538461538463,3.5626
Skoda Enyaq,77000,STANDARD,42959,0,14012,0.19,0.37,36635,0.18197402597402598,3.34
Tesla Model Y,75000,STANDARD,20990,0,5928,0.15,0.28,33576,0.07904,3.1338
Skoda Enyaq,77000,STANDARD,33805,0,17071,0.22,0.28,76600,0.2217012987012987,3.4141
Audi Q4 e-tron,52000,STANDARD,5479,2,6567,0.14,0.36,46644,0.12628846153846154,3.2383
Volvo EX30,51000,STANDARD,15044,3,7150,0.23,0.39,22707,0.14019607843137255,3.2619
Skoda Enyaq,77000,STANDARD,17840,1,10293,0.08,0.27,43383,0.13367532467532467,3.2508
Tesla Model Y,75000,STANDARD,23351,4,19544,0.03,0.34,42343,0.2605866666666667,3.4768
Tesla Model Y,75000,STANDARD,41633,1,7189,0.1,0.37,29705,0.09585333333333333,3.1776
Skoda Enyaq,77000,STANDARD,36892,1,6277,0.29,0.26,71539,0.08151948051948052,3.1403
Volvo EX30,51000,STANDARD,2030,0,16347,0.14,0.26,47728,0.3205294117647059,3.5358
Tesla Model 3,75000,STANDARD,9524,4,15314,0.24,0.35,35200,0.20418666666666666,3.3838
Skoda Enyaq,77000,STANDARD,14570,2,11101,0.32,0.29,26679,0.14416883116883117,3.2686
Volvo EX30,51000,STANDARD,26741,3,5250,0.22,0.28,40608,0.10294117647058823,3.196
Volvo EX30,51000,STANDARD,21330,0,8457,0.27,0.33,33674,0.1658235294117647,3.3082
Tesla Model 3,75000,STANDARD,13123,3,13572,0.23,0.35,33874,0.18096,3.338
Tesla Model 3,75000,STANDARD,8842,0,17084,0.23,0.31,70737,0.22778666666666667,3.4245
Tesla Model Y,75000,STANDARD,8900,4,9150,0.29,0.39,56427,0.122,3.231
Volvo EX30,51000,STANDARD,23637,4,18318,0.01,0.24,36773,0.3591764705882353,3.5748
Audi Q4 e-tron,52000,STANDARD,27006,3,6910,0.01,0.38,40452,0.13288461538461538,3.2495
Skoda Enyaq,77000,STANDARD,19654,0,11349,0.34,0.24,43649,0.14738961038961038,3.2741
Skoda Enyaq,77000,STANDARD,34387,4,19079,0.2,0.37,64605,0.24777922077922077,3.4588
Audi Q4 e-tron,52000,STANDARD,6984,0,8377,0.32,0.26,31735,0.16109615384615383,3.2988
Skoda Enyaq,77000,STANDARD,19166,0,14551,0.24,0.25,64576,0.18897402597402596,3.3538
Tesla Model Y,75000,STANDARD,23981,0,13507,0.17,0.25,53920,0.18009333333333333,3.3363
Tesla Model Y,75000,STANDARD,19855,0,19855,0.29,0.37,72962,0.2647333333333333,3.4809
Volvo EX30,51000,STANDARD,15925,2,10584,0.12,0.34,28996,0.20752941176470588,3.3898
Audi Q4 e-tron,52000,STANDARD,20100,3,12554,0.01,0.4,48682,0.24142307692307693,3.4479
Volvo EX30,51000,STANDARD,1140,4,19345,0.27,0.25,44437,0.3793137254901961,3.6039
Volvo EX30,51000,STANDARD,41290,2,16516,0.09,0.26,34641,0.32384313725490194,3.539
Audi Q4 e-tron,52000,STANDARD,39722,1,7025,0.09,0.4,26021,0.13509615384615384,3.2532
Tesla Model Y,75000,STANDARD,8173,1,19193,0.23,0.36,60873,0.25590666666666667,3.4721
Tesla Model Y,75000,STANDARD,12679,1,5606,0.03,0.31,22767,0.07474666666666667,3.1227
Skoda Enyaq,77000,STANDARD,3839,3,6646,0.3,0.29,30267,0.08631168831168831,3.1528
Tesla Model 3,75000,STANDARD,25213,4,17719,0.13,0.34,48496,0.23625333333333334,3.4391
Tesla Model Y,75000,STANDARD,29501,1,17417,0.1,0.29,47944,0.23222666666666666,3.4322
Tesla Model Y,75000,STANDARD,42560,2,12014,0.0,0.24,27804,0.16018666666666667,3.297
Skoda Enyaq,77000,STANDARD,11391,1,10310,0.3,0.39,50999,0.1338961038961039,3.2512
Tesla Model 3,75000,STANDARD,19032,2,19900,0.34,0.38,54775,0.2653333333333333,3.4815
Tesla Model 3,75000,STANDARD,19218,3,5109,0.3,0.39,53932,0.06812,3.1054
Tesla Model Y,75000,STANDARD,36786,4,19718,0.29,0.26,53233,0.2629066666666667,3.4791
Tesla Model Y,75000,STANDARD,24285,0,5197,0.05,0.31,64277,0.06929333333333333,3.1085
Tesla Model 3,75000,STANDARD,11437,2,16252,0.26,0.36,33377,0.21669333333333332,3.4055
Skoda Enyaq,77000,STANDARD,16866,0,18261,0.28,0.37,61666,0.23715584415584415,3.4406
Tesla Model Y,75000,STANDARD,3471,1,5647,0.24,0.28,72629,0.07529333333333334,3.1241
Tesla Model Y,75000,STANDARD,36212,0,17329,0.28,0.31,50741,0.23105333333333333,3.4301
Tesla Model 3,75000,STANDARD,10704,1,7097,0.23,0.35,60898,0.09462666666666666,3.1744
Tesla Model Y,75000,STANDARD,16499,2,6170,0.22,0.24,41751,0.08226666666666667,3.1422
Skoda Enyaq,77000,STANDARD,23301,0,12538,0.11,0.37,34883,0.16283116883116883,3.3023
Volvo EX30,51000,STANDARD,25278,4,13551,0.07,0.33,44383,0.2657058823529412,3.4819
Tesla Model Y,75000,STANDARD,3649,0,19577,0.06,0.32,49790,0.2610266666666667,3.4772
Volvo EX30,51000,STANDARD,9252,1,14373,0.16,0.22,45523,0.2818235294117647,3.498
Audi Q4 e-tron,52000,STANDARD,22510,1,19838,0.19,0.29,50883,0.3815,3.607
Tesla Model 3,75000,STANDARD,33041,1,11911,0.01,0.35,59175,0.15881333333333333,3.2943
Tesla Model Y,75000,STANDARD,21954,0,5957,0.23,0.35,56821,0.07942666666666667,3.1348
Tesla Model Y,75000,STANDARD,41674,1,14030,0.31,0.22,44047,0.18706666666666666,3.35
Tesla Model 3,75000,STANDARD,26708,1,19686,0.18,0.33,40729,0.26248,3.4787
Tesla Model Y,75000,STANDARD,40142,0,12746,0.07,0.24,74912,0.16994666666666666,3.3163
Audi Q4 e-tron,52000,STANDARD,32842,3,8902,0.3,0.34,34610,0.1711923076923077,3.3187
Tesla Model 3,75000,STANDARD,6948,0,17734,0.29,0.25,69037,0.23645333333333332,3.4394
Volvo EX30,51000,STANDARD,7046,1,18085,0.12,0.23,50426,0.3546078431372549,3.5681
Tesla Model 3,75000,STANDARD,23808,0,19939,0.13,0.27,73755,0.26585333333333333,3.4821
Tesla Model Y,75000,STANDARD,18556,2,16748,0.03,0.32,67007,0.22330666666666665,3.4169
Tesla Model Y,75000,STANDARD,4618,2,16785,0.16,0.39,45967,0.2238,3.4177
Audi Q4 e-tron,52000,STANDARD,42527,0,7692,0.33,0.36,36021,0.14792307692307693,3.275
Tesla Model Y,75000,STANDARD,9583,3,18805,0.01,0.36,51046,0.2507333333333333,3.4639
Skoda Enyaq,77000,STANDARD,35662,0,17350,0.02,0.23,67703,0.22532467532467532,3.4203
Tesla Model 3,75000,STANDARD,32430,2,18969,0.04,0.29,38572,0.25292,3.4676
Volvo EX30,51000,STANDARD,7392,4,14706,0.25,0.34,43279,0.2883529411764706,3.5046
Volvo EX30,51000,STANDARD,10500,0,19486,0.17,0.35,34528,0.38207843137254904,3.6079
Audi Q4 e-tron,52000,STANDARD,4251,2,11633,0.29,0.29,46534,0.22371153846153846,3.4176
Tesla Model Y,75000,STANDARD,4977,2,7965,0.14,0.32,34787,0.1062,3.2042
Audi Q4 e-tron,52000,STANDARD,10146,0,14920,0.21,0.32,44360,0.28692307692307695,3.5031
Tesla Model 3,75000,STANDARD,28388,4,5619,0.31,0.38,69325,0.07492,3.1231
Tesla Model Y,75000,STANDARD,13259,1,16338,0.13,0.22,56586,0.21784,3.4075
Skoda Enyaq,77000,STANDARD,36521,4,15466,0.26,0.36,33176,0.20085714285714285,3.3772
Volvo EX30,51000,STANDARD,39181,3,10801,0.17,0.39,37643,0.2117843137254902,3.3971
Tesla Model Y,75000,STANDARD,39032,4,10469,0.27,0.38,33753,0.13958666666666666,3.2608
Tesla Model Y,75000,STANDARD,12103,1,10325,0.01,0.21,39929,0.13766666666666666,3.2576
Skoda Enyaq,77000,STANDARD,41110,2,8911,0.1,0.27,28303,0.11572727272727273,3.2204
Tesla Model 3,75000,STANDARD,37900,1,14987,0.06,0.29,41333,0.19982666666666668,3.3752
Tesla Model 3,75000,STANDARD,41552,0,8991,0.25,0.21,69255,0.11988,3.2274
Tesla Model Y,75000,STANDARD,21017,1,19546,0.16,0.36,66124,0.2606133333333333,3.4768
Audi Q4 e-tron,52000,STANDARD,1146,0,19582,0.09,0.33,51394,0.3765769230769231,3.5999
Skoda Enyaq,77000,STANDARD,14943,0,6873,0.25,0.29,23996,0.08925974025974026,3.1604
Tesla Model 3,75000,STANDARD,42454,4,10376,0.28,0.31,29610,0.13834666666666667,3.2587
Tesla Model Y,75000,STANDARD,16127,4,17750,0.24,0.33,35043,0.23666666666666666,3.4398
Tesla Model Y,75000,STANDARD,14105,3,19949,0.02,0.38,57677,0.26598666666666665,3.4822
Skoda Enyaq,77000,STANDARD,16734,2,13678,0.01,0.3,32357,0.17763636363636365,3.3315
Audi Q4 e-tron,52000,STANDARD,2446,4,12344,0.07,0.34,42838,0.2373846153846154,3.441
Tesla Model Y,75000,STANDARD,40301,1,7513,0.34,0.27,63100,0.10017333333333334,3.1888
Tesla Model 3,75000,STANDARD,12625,3,9729,0.28,0.27,45227,0.12972,3.2441
Tesla Model Y,75000,STANDARD,10887,2,16039,0.09,0.34,43183,0.21385333333333334,3.4007
Audi Q4 e-tron,52000,STANDARD,8102,1,13455,0.11,0.38,46727,0.25875,3.475
Skoda Enyaq,77000,STANDARD,12292,1,8138,0.07,0.24,52890,0.10568831168831169,3.2031
Audi Q4 e-tron,52000,STANDARD,42565,2,18519,0.33,0.29,46628,0.3561346153846154,3.5704
Volvo EX30,51000,STANDARD,9574,1,13255,0.29,0.23,49467,0.2599019607843137,3.4761
Skoda Enyaq,77000,STANDARD,28985,0,13567,0.27,0.26,55310,0.17619480519480518,3.3286
Volvo EX30,51000,STANDARD,9378,0,13948,0.13,0.28,41634,0.2734901960784314,3.4897
Tesla Model Y,75000,STANDARD,36538,2,18732,0.23,0.36,65784,0.24976,3.4622
Volvo EX30,51000,STANDARD,32722,1,15748,0.2,0.25,38870,0.3087843137254902,3.5247
Tesla Model Y,75000,STANDARD,26399,3,8111,0.13,0.3,70456,0.10814666666666667,3.2075
Skoda Enyaq,77000,STANDARD,20458,1,13312,0.06,0.31,43643,0.1728831168831169,3.3221
Audi Q4 e-tron,52000,STANDARD,30961,2,13172,0.06,0.31,33858,0.2533076923076923,3.4683
Tesla Model Y,75000,STANDARD,14723,4,10624,0.29,0.39,28773,0.14165333333333333,3.2643
Volvo EX30,51000,STANDARD,22622,2,17318,0.29,0.25,40258,0.3395686274509804,3.5538
Tesla Model Y,75000,STANDARD,22550,2,7193,0.05,0.27,24044,0.09590666666666667,3.1777
Tesla Model Y,75000,STANDARD,38331,0,9619,0.21,0.39,45063,0.12825333333333333,3.2416
Volvo EX30,51000,STANDARD,25169,3,12118,0.11,0.34,34766,0.23760784313725491,3.4414
Tesla Model Y,75000,STANDARD,14159,0,18001,0.01,0.29,41750,0.24001333333333333,3.4455
Skoda Enyaq,77000,STANDARD,20873,2,18687,0.2,0.23,45603,0.24268831168831168,3.4501
Tesla Model 3,75000,STANDARD,5881,3,13522,0.17,0.32,30072,0.18029333333333333,3.3367
Tesla Model Y,75000,STANDARD,42849,3,17618,0.32,0.38,42842,0.23490666666666668,3.4368
Tesla Model Y,75000,STANDARD,35254,3,19970,0.33,0.22,52970,0.26626666666666665,3.4825
Tesla Model Y,75000,STANDARD,10759,1,12667,0.05,0.32,66822,0.16889333333333334,3.3142
Tesla Model 3,75000,STANDARD,526,2,19949,0.08,0.22,46483,0.26598666666666665,3.4822
Tesla Model Y,75000,STANDARD,9108,0,16268,0.23,0.36,43517,0.21690666666666666,3.4059
Tesla Model Y,75000,STANDARD,38404,3,5695,0.25,0.37,58551,0.07593333333333334,3.1258
Volvo EX30,51000,STANDARD,17425,2,13171,0.25,0.27,50754,0.2582549019607843,3.4745
Tesla Model Y,75000,STANDARD,18147,3,19272,0.3,0.31,53823,0.25696,3.4732
Skoda Enyaq,77000,STANDARD,3606,0,8324,0.13,0.24,28535,0.1081038961038961,3.2074
Tesla Model Y,75000,STANDARD,31951,2,18714,0.13,0.23,68071,0.24952,3.4618
Audi Q4 e-tron,52000,STANDARD,19329,3,14215,0.06,0.29,30497,0.2733653846153846,3.4896
Skoda Enyaq,77000,STANDARD,25207,4,12885,0.08,0.3,59850,0.16733766233766234,3.3111
Tesla Model 3,75000,STANDARD,2006,3,19608,0.18,0.34,51732,0.26144,3.4776
Tesla Model 3,75000,STANDARD,15532,3,8621,0.02,0.34,58526,0.11494666666666667,3.219
Tesla Model Y,75000,STANDARD,13645,4,18509,0.26,0.29,37639,0.24678666666666665,3.4571
